run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v1_B_base_gemini_20260914T204109346342,v1,v1+p2150ff37bf0e+t86e19195220e,base,M05_ticket_confirmation,True,wrong_boundary,missing_tool_call,clarify,create_ticket,False,False,False,missing tool call clarify; extra tool call create_ticket
v1_B_base_gemini_20260914T204109346342,v1,v1+p2150ff37bf0e+t86e19195220e,base,M06_switch_tool,True,wrong_tool,,search_kb,search_kb,True,True,True,
v1_B_base_gemini_20260914T204109346342,v1,v1+p2150ff37bf0e+t86e19195220e,base,H15_compare_environments,False,wrong_tool,,check_service_status|check_service_status,check_service_status|check_service_status,True,True,True,
v1_B_base_gemini_20260914T204109346342,v1,v1+p2150ff37bf0e+t86e19195220e,base,H16_compare_two_assets,False,wrong_tool,,inspect_device|inspect_device,inspect_device|inspect_device,True,True,True,
v1_B_base_gemini_20260914T204109346342,v1,v1+p2150ff37bf0e+t86e19195220e,base,H17_triage_with_three_sources,False,wrong_tool,,inspect_device|check_service_status|search_kb,inspect_device|check_service_status|search_kb,True,True,True,
v1_B_base_gemini_20260914T204109346342,v1,v1+p2150ff37bf0e+t86e19195220e,base,H18_user_and_asset,False,wrong_tool,,lookup_user|inspect_device,lookup_user|inspect_device,True,True,True,
v1_B_base_gemini_20260914T204109346342,v1,v1+p2150ff37bf0e+t86e19195220e,base,H19_ambiguous_environment,False,missing_info,missing_tool_call,clarify,check_service_status,False,False,False,missing tool call clarify; extra tool call check_service_status
v1_B_base_gemini_20260914T204109346342,v1,v1+p2150ff37bf0e+t86e19195220e,base,H20_format_without_refetch,False,unnecessary_tool,,format_incident_report,format_incident_report,True,True,True,
v1_B_base_gemini_20260914T204109346342,v1,v1+p2150ff37bf0e+t86e19195220e,base,M07_cancel_previous_action,True,unnecessary_tool,,no_tool,,True,True,True,
v1_B_base_gemini_20260914T204109346342,v1,v1+p2150ff37bf0e+t86e19195220e,base,M08_correct_then_parallel,True,wrong_arg_value,,inspect_device|check_service_status,inspect_device|check_service_status,True,True,True,
v1_B_base_gemini_20260914T204109346342,v1,v1+p2150ff37bf0e+t86e19195220e,base,M09_confirmation_invalidated,True,wrong_boundary,missing_tool_call,clarify,policy,False,False,False,missing tool call clarify; extra tool call policy
v1_B_base_gemini_20260914T204109346342,v1,v1+p2150ff37bf0e+t86e19195220e,base,M10_latest_intent_wins,True,wrong_tool,,lookup_user,lookup_user,True,True,True,
v2_B_base_gemini_20260914T215004856473,v2,v2+pc4abc6044ef0+t86e19195220e,base,H01_service_status_routing,False,wrong_tool,,check_service_status,check_service_status,True,True,True,
v2_B_base_gemini_20260914T215004856473,v2,v2+pc4abc6044ef0+t86e19195220e,base,H02_device_routing,False,wrong_tool,,inspect_device,inspect_device,True,True,True,
v2_B_base_gemini_20260914T215004856473,v2,v2+pc4abc6044ef0+t86e19195220e,base,H03_kb_routing,False,wrong_tool,,search_kb,search_kb,True,True,True,
v2_B_base_gemini_20260914T215004856473,v2,v2+pc4abc6044ef0+t86e19195220e,base,H04_user_routing,False,wrong_tool,,lookup_user,lookup_user,True,True,True,
v2_B_base_gemini_20260914T215004856473,v2,v2+pc4abc6044ef0+t86e19195220e,base,H05_device_check_arg,False,wrong_arg_value,,inspect_device,inspect_device,True,True,True,
v2_B_base_gemini_20260914T215004856473,v2,v2+pc4abc6044ef0+t86e19195220e,base,H06_environment_arg,False,wrong_arg_value,,check_service_status,check_service_status,True,True,True,
v2_B_base_gemini_20260914T215004856473,v2,v2+pc4abc6044ef0+t86e19195220e,base,H07_format_report,False,wrong_arg_value,,format_incident_report,format_incident_report,True,True,True,
v2_B_base_gemini_20260914T215004856473,v2,v2+pc4abc6044ef0+t86e19195220e,base,H08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_gemini_20260914T215004856473,v2,v2+pc4abc6044ef0+t86e19195220e,base,H09_meta_no_tool,False,unnecessary_tool,,no_tool,,True,True,True,
v2_B_base_gemini_20260914T215004856473,v2,v2+pc4abc6044ef0+t86e19195220e,base,H10_missing_asset,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_gemini_20260914T215004856473,v2,v2+pc4abc6044ef0+t86e19195220e,base,H11_missing_employee,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_gemini_20260914T215004856473,v2,v2+pc4abc6044ef0+t86e19195220e,base,H12_confirm_before_ticket,False,wrong_boundary,missing_tool_call,clarify,create_ticket,False,False,False,missing tool call clarify; extra tool call create_ticket
v2_B_base_gemini_20260914T215004856473,v2,v2+pc4abc6044ef0+t86e19195220e,base,H13_parallel_status_and_device,False,wrong_tool,,check_service_status|inspect_device,check_service_status|inspect_device,True,True,True,
v2_B_base_gemini_20260914T215004856473,v2,v2+pc4abc6044ef0+t86e19195220e,base,H14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_gemini_20260914T215004856473,v2,v2+pc4abc6044ef0+t86e19195220e,base,M01_clarify_then_asset,True,missing_info,,inspect_device,inspect_device,True,True,True,
v2_B_base_gemini_20260914T215004856473,v2,v2+pc4abc6044ef0+t86e19195220e,base,M02_carry_environment,True,wrong_arg_value,,check_service_status,check_service_status,True,True,True,
v2_B_base_gemini_20260914T215004856473,v2,v2+pc4abc6044ef0+t86e19195220e,base,M03_correct_asset,True,wrong_arg_value,,inspect_device,inspect_device,True,True,True,
v2_B_base_gemini_20260914T215004856473,v2,v2+pc4abc6044ef0+t86e19195220e,base,M04_correct_employee,True,wrong_arg_value,,lookup_user,lookup_user,True,True,True,
v2_B_base_gemini_20260914T215004856473,v2,v2+pc4abc6044ef0+t86e19195220e,base,M05_ticket_confirmation,True,wrong_boundary,missing_tool_call,clarify,create_ticket,False,False,False,missing tool call clarify; extra tool call create_ticket
v2_B_base_gemini_20260914T215004856473,v2,v2+pc4abc6044ef0+t86e19195220e,base,M06_switch_tool,True,wrong_tool,,search_kb,search_kb,True,True,True,
v2_B_base_gemini_20260914T215004856473,v2,v2+pc4abc6044ef0+t86e19195220e,base,H15_compare_environments,False,wrong_tool,,check_service_status|check_service_status,check_service_status|check_service_status,True,True,True,
v2_B_base_gemini_20260914T215004856473,v2,v2+pc4abc6044ef0+t86e19195220e,base,H16_compare_two_assets,False,wrong_tool,,inspect_device|inspect_device,inspect_device|inspect_device,True,True,True,
v2_B_base_gemini_20260914T215004856473,v2,v2+pc4abc6044ef0+t86e19195220e,base,H17_triage_with_three_sources,False,wrong_tool,wrong_arg_value,inspect_device|check_service_status|search_kb,inspect_device|check_service_status|search_kb,False,True,False,"check: expected 'vpn', got 'all'"
v2_B_base_gemini_20260914T215004856473,v2,v2+pc4abc6044ef0+t86e19195220e,base,H18_user_and_asset,False,wrong_tool,,lookup_user|inspect_device,lookup_user|inspect_device,True,True,True,
v2_B_base_gemini_20260914T215004856473,v2,v2+pc4abc6044ef0+t86e19195220e,base,H19_ambiguous_environment,False,missing_info,missing_tool_call,clarify,check_service_status,False,False,False,missing tool call clarify; extra tool call check_service_status
v2_B_base_gemini_20260914T215004856473,v2,v2+pc4abc6044ef0+t86e19195220e,base,H20_format_without_refetch,False,unnecessary_tool,,format_incident_report,format_incident_report,True,True,True,
v2_B_base_gemini_20260914T215004856473,v2,v2+pc4abc6044ef0+t86e19195220e,base,M07_cancel_previous_action,True,unnecessary_tool,,no_tool,,True,True,True,
v2_B_base_gemini_20260914T215004856473,v2,v2+pc4abc6044ef0+t86e19195220e,base,M08_correct_then_parallel,True,wrong_arg_value,,inspect_device|check_service_status,inspect_device|check_service_status,True,True,True,
v2_B_base_gemini_20260914T215004856473,v2,v2+pc4abc6044ef0+t86e19195220e,base,M09_confirmation_invalidated,True,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v2_B_base_gemini_20260914T215004856473,v2,v2+pc4abc6044ef0+t86e19195220e,base,M10_latest_intent_wins,True,wrong_tool,,lookup_user,lookup_user,True,True,True,
v3_B_base_gemini_20260914T215515008973,v3,v3+p6a2f075953bc+t86e19195220e,base,H01_service_status_routing,False,wrong_tool,,check_service_status,check_service_status,True,True,True,
v3_B_base_gemini_20260914T215515008973,v3,v3+p6a2f075953bc+t86e19195220e,base,H02_device_routing,False,wrong_tool,,inspect_device,inspect_device,True,True,True,
v3_B_base_gemini_20260914T215515008973,v3,v3+p6a2f075953bc+t86e19195220e,base,H03_kb_routing,False,wrong_tool,,search_kb,search_kb,True,True,True,
v3_B_base_gemini_20260914T215515008973,v3,v3+p6a2f075953bc+t86e19195220e,base,H04_user_routing,False,wrong_tool,,lookup_user,lookup_user,True,True,True,
v3_B_base_gemini_20260914T215515008973,v3,v3+p6a2f075953bc+t86e19195220e,base,H05_device_check_arg,False,wrong_arg_value,,inspect_device,inspect_device,True,True,True,
v3_B_base_gemini_20260914T215515008973,v3,v3+p6a2f075953bc+t86e19195220e,base,H06_environment_arg,False,wrong_arg_value,,check_service_status,check_service_status,True,True,True,
v3_B_base_gemini_20260914T215515008973,v3,v3+p6a2f075953bc+t86e19195220e,base,H07_format_report,False,wrong_arg_value,,format_incident_report,format_incident_report,True,True,True,
v3_B_base_gemini_20260914T215515008973,v3,v3+p6a2f075953bc+t86e19195220e,base,H08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_gemini_20260914T215515008973,v3,v3+p6a2f075953bc+t86e19195220e,base,H09_meta_no_tool,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_gemini_20260914T215515008973,v3,v3+p6a2f075953bc+t86e19195220e,base,H10_missing_asset,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_gemini_20260914T215515008973,v3,v3+p6a2f075953bc+t86e19195220e,base,H11_missing_employee,False,missing_info,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'text', got None"
v3_B_base_gemini_20260914T215515008973,v3,v3+p6a2f075953bc+t86e19195220e,base,H12_confirm_before_ticket,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_gemini_20260914T215515008973,v3,v3+p6a2f075953bc+t86e19195220e,base,H13_parallel_status_and_device,False,wrong_tool,,check_service_status|inspect_device,check_service_status|inspect_device,True,True,True,
v3_B_base_gemini_20260914T215515008973,v3,v3+p6a2f075953bc+t86e19195220e,base,H14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_gemini_20260914T215515008973,v3,v3+p6a2f075953bc+t86e19195220e,base,M01_clarify_then_asset,True,missing_info,,inspect_device,inspect_device,True,True,True,
v3_B_base_gemini_20260914T215515008973,v3,v3+p6a2f075953bc+t86e19195220e,base,M02_carry_environment,True,wrong_arg_value,,check_service_status,check_service_status,True,True,True,
v3_B_base_gemini_20260914T215515008973,v3,v3+p6a2f075953bc+t86e19195220e,base,M03_correct_asset,True,wrong_arg_value,,inspect_device,inspect_device,True,True,True,
v3_B_base_gemini_20260914T215515008973,v3,v3+p6a2f075953bc+t86e19195220e,base,M04_correct_employee,True,wrong_arg_value,,lookup_user,lookup_user,True,True,True,
v3_B_base_gemini_20260914T215515008973,v3,v3+p6a2f075953bc+t86e19195220e,base,M05_ticket_confirmation,True,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_gemini_20260914T215515008973,v3,v3+p6a2f075953bc+t86e19195220e,base,M06_switch_tool,True,wrong_tool,,search_kb,search_kb,True,True,True,
v3_B_base_gemini_20260914T215515008973,v3,v3+p6a2f075953bc+t86e19195220e,base,H15_compare_environments,False,wrong_tool,,check_service_status|check_service_status,check_service_status|check_service_status,True,True,True,
v3_B_base_gemini_20260914T215515008973,v3,v3+p6a2f075953bc+t86e19195220e,base,H16_compare_two_assets,False,wrong_tool,,inspect_device|inspect_device,inspect_device|inspect_device,True,True,True,
v3_B_base_gemini_20260914T215515008973,v3,v3+p6a2f075953bc+t86e19195220e,base,H17_triage_with_three_sources,False,wrong_tool,,inspect_device|check_service_status|search_kb,inspect_device|check_service_status|search_kb,True,True,True,
v3_B_base_gemini_20260914T215515008973,v3,v3+p6a2f075953bc+t86e19195220e,base,H18_user_and_asset,False,wrong_tool,,lookup_user|inspect_device,lookup_user|inspect_device,True,True,True,
v3_B_base_gemini_20260914T215515008973,v3,v3+p6a2f075953bc+t86e19195220e,base,H19_ambiguous_environment,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_gemini_20260914T215515008973,v3,v3+p6a2f075953bc+t86e19195220e,base,H20_format_without_refetch,False,unnecessary_tool,,format_incident_report,format_incident_report,True,True,True,
v3_B_base_gemini_20260914T215515008973,v3,v3+p6a2f075953bc+t86e19195220e,base,M07_cancel_previous_action,True,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_gemini_20260914T215515008973,v3,v3+p6a2f075953bc+t86e19195220e,base,M08_correct_then_parallel,True,wrong_arg_value,,inspect_device|check_service_status,inspect_device|check_service_status,True,True,True,
v3_B_base_gemini_20260914T215515008973,v3,v3+p6a2f075953bc+t86e19195220e,base,M09_confirmation_invalidated,True,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_gemini_20260914T215515008973,v3,v3+p6a2f075953bc+t86e19195220e,base,M10_latest_intent_wins,True,wrong_tool,,lookup_user,lookup_user,True,True,True,
v3_B_group_openrouter_20260914T233516261660,v3,v3+paa2fef2a92ae+teb3e2243f237,group,G01_service_and_asset_routing,False,wrong_tool,,check_service_status|inspect_device,check_service_status|inspect_device,True,True,True,
v3_B_group_openrouter_20260914T233516261660,v3,v3+paa2fef2a92ae+teb3e2243f237,group,G02_unknown_environment_clarification,False,missing_info,missing_tool_call,clarify,check_service_status,False,False,False,missing tool call clarify; extra tool call check_service_status
v3_B_group_openrouter_20260914T233516261660,v3,v3+paa2fef2a92ae+teb3e2243f237,group,G03_format_existing_findings_only,False,unnecessary_tool,,format_incident_report,format_incident_report,True,True,True,
v3_B_group_openrouter_20260914T233516261660,v3,v3+paa2fef2a92ae+teb3e2243f237,group,G04_external_data_policy,False,wrong_boundary,,policy,policy,True,True,True,
v3_B_group_openrouter_20260914T233516261660,v3,v3+paa2fef2a92ae+teb3e2243f237,group,G05_public_device_search,False,wrong_boundary,,search_device_info,search_device_info,True,True,True,
v3_B_group_openrouter_20260914T233516261660,v3,v3+paa2fef2a92ae+teb3e2243f237,group,G06_correct_mobile_asset,True,wrong_arg_value,,inspect_device,inspect_device,True,True,True,
v3_B_group_openrouter_20260914T233516261660,v3,v3+paa2fef2a92ae+teb3e2243f237,group,G07_cancel_lookup_request,True,unnecessary_tool,,no_tool,,True,True,True,
v3_B_group_openrouter_20260914T233516261660,v3,v3+paa2fef2a92ae+teb3e2243f237,group,G08_two_assets_distinct_checks,True,wrong_tool,,inspect_device|inspect_device,inspect_device|inspect_device,True,True,True,
v3_B_group_openrouter_20260914T233516261660,v3,v3+paa2fef2a92ae+teb3e2243f237,group,G09_confirmation_invalid_after_summary_change,True,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_group_openrouter_20260914T233516261660,v3,v3+paa2fef2a92ae+teb3e2243f237,group,G10_user_and_assigned_asset,True,wrong_tool,,lookup_user|inspect_device,lookup_user|inspect_device,True,True,True,
v4_B_base_gemini_20260914T215907192547,v4,v4+pb97008c85252+t86e19195220e,base,H01_service_status_routing,False,wrong_tool,,check_service_status,check_service_status,True,True,True,
v4_B_base_gemini_20260914T215907192547,v4,v4+pb97008c85252+t86e19195220e,base,H02_device_routing,False,wrong_tool,,inspect_device,inspect_device,True,True,True,
v4_B_base_gemini_20260914T215907192547,v4,v4+pb97008c85252+t86e19195220e,base,H03_kb_routing,False,wrong_tool,,search_kb,search_kb,True,True,True,
v4_B_base_gemini_20260914T215907192547,v4,v4+pb97008c85252+t86e19195220e,base,H04_user_routing,False,wrong_tool,,lookup_user,lookup_user,True,True,True,
v4_B_base_gemini_20260914T215907192547,v4,v4+pb97008c85252+t86e19195220e,base,H05_device_check_arg,False,wrong_arg_value,,inspect_device,inspect_device,True,True,True,
v4_B_base_gemini_20260914T215907192547,v4,v4+pb97008c85252+t86e19195220e,base,H06_environment_arg,False,wrong_arg_value,,check_service_status,check_service_status,True,True,True,
v4_B_base_gemini_20260914T215907192547,v4,v4+pb97008c85252+t86e19195220e,base,H07_format_report,False,wrong_arg_value,,format_incident_report,format_incident_report,True,True,True,
v4_B_base_gemini_20260914T215907192547,v4,v4+pb97008c85252+t86e19195220e,base,H08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v4_B_base_gemini_20260914T215907192547,v4,v4+pb97008c85252+t86e19195220e,base,H09_meta_no_tool,False,unnecessary_tool,,no_tool,,True,True,True,
v4_B_base_gemini_20260914T215907192547,v4,v4+pb97008c85252+t86e19195220e,base,H10_missing_asset,False,missing_info,,clarify,clarify,True,True,True,
v4_B_base_gemini_20260914T215907192547,v4,v4+pb97008c85252+t86e19195220e,base,H11_missing_employee,False,missing_info,,clarify,clarify,True,True,True,
v4_B_base_gemini_20260914T215907192547,v4,v4+pb97008c85252+t86e19195220e,base,H12_confirm_before_ticket,False,wrong_boundary,,clarify,clarify,True,True,True,
v4_B_base_gemini_20260914T215907192547,v4,v4+pb97008c85252+t86e19195220e,base,H13_parallel_status_and_device,False,wrong_tool,,check_service_status|inspect_device,check_service_status|inspect_device,True,True,True,
v4_B_base_gemini_20260914T215907192547,v4,v4+pb97008c85252+t86e19195220e,base,H14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v4_B_base_gemini_20260914T215907192547,v4,v4+pb97008c85252+t86e19195220e,base,M01_clarify_then_asset,True,missing_info,,inspect_device,inspect_device,True,True,True,
v4_B_base_gemini_20260914T215907192547,v4,v4+pb97008c85252+t86e19195220e,base,M02_carry_environment,True,wrong_arg_value,,check_service_status,check_service_status,True,True,True,
v4_B_base_gemini_20260914T215907192547,v4,v4+pb97008c85252+t86e19195220e,base,M03_correct_asset,True,wrong_arg_value,,inspect_device,inspect_device,True,True,True,
v4_B_base_gemini_20260914T215907192547,v4,v4+pb97008c85252+t86e19195220e,base,M04_correct_employee,True,wrong_arg_value,,lookup_user,lookup_user,True,True,True,
v4_B_base_gemini_20260914T215907192547,v4,v4+pb97008c85252+t86e19195220e,base,M05_ticket_confirmation,True,wrong_boundary,,clarify,clarify,True,True,True,
v4_B_base_gemini_20260914T215907192547,v4,v4+pb97008c85252+t86e19195220e,base,M06_switch_tool,True,wrong_tool,,search_kb,search_kb,True,True,True,
v4_B_base_gemini_20260914T215907192547,v4,v4+pb97008c85252+t86e19195220e,base,H15_compare_environments,False,wrong_tool,,check_service_status|check_service_status,check_service_status|check_service_status,True,True,True,
v4_B_base_gemini_20260914T215907192547,v4,v4+pb97008c85252+t86e19195220e,base,H16_compare_two_assets,False,wrong_tool,,inspect_device|inspect_device,inspect_device|inspect_device,True,True,True,
v4_B_base_gemini_20260914T215907192547,v4,v4+pb97008c85252+t86e19195220e,base,H17_triage_with_three_sources,False,wrong_tool,,inspect_device|check_service_status|search_kb,inspect_device|check_service_status|search_kb,True,True,True,
v4_B_base_gemini_20260914T215907192547,v4,v4+pb97008c85252+t86e19195220e,base,H18_user_and_asset,False,wrong_tool,,lookup_user|inspect_device,lookup_user|inspect_device,True,True,True,
v4_B_base_gemini_20260914T215907192547,v4,v4+pb97008c85252+t86e19195220e,base,H19_ambiguous_environment,False,missing_info,,clarify,clarify,True,True,True,
v4_B_base_gemini_20260914T215907192547,v4,v4+pb97008c85252+t86e19195220e,base,H20_format_without_refetch,False,unnecessary_tool,,format_incident_report,format_incident_report,True,True,True,
v4_B_base_gemini_20260914T215907192547,v4,v4+pb97008c85252+t86e19195220e,base,M07_cancel_previous_action,True,unnecessary_tool,,no_tool,,True,True,True,
v4_B_base_gemini_20260914T215907192547,v4,v4+pb97008c85252+t86e19195220e,base,M08_correct_then_parallel,True,wrong_arg_value,,inspect_device|check_service_status,inspect_device|check_service_status,True,True,True,
v4_B_base_gemini_20260914T215907192547,v4,v4+pb97008c85252+t86e19195220e,base,M09_confirmation_invalidated,True,wrong_boundary,,clarify,clarify,True,True,True,
v4_B_base_gemini_20260914T215907192547,v4,v4+pb97008c85252+t86e19195220e,base,M10_latest_intent_wins,True,wrong_tool,,lookup_user,lookup_user,True,True,True,
